ride_id,booking_id,booking_date,booking_time,booking_status,customer_id,vehicle_id,pickup_location_id,drop_location_id,avg_vtat,avg_ctat,cancelled_ride_by_customer,customer_reason_id,cancelled_ride_by_driver,driver_reason_id,incomplete_ride,incomplete_reason_id,booking_value,ride_distance,driver_rating,customer_rating,payment_method
43624,CNR5767705,2024-05-20,09:17:45,Cancelled by Driver,CID1514017,V01,L071,L015,6.00,null,0,null,1,R08,0,null,null,null,null,null,null
43625,CNR7430764,2024-08-16,15:01:59,Cancelled by Driver,CID8455770,V01,L082,L101,7.30,null,0,null,1,R06,0,null,null,null,null,null,null
43626,CNR9793093,2024-01-15,19:03:39,Completed,CID8800254,V01,L009,L112,8.60,25.90,0,null,0,null,0,null,326.00,48.75,4.20,4.70,UPI
43627,CNR1065697,2024-03-23,06:57:40,Completed,CID7048049,V05,L072,L152,13.40,21.00,0,null,0,null,0,null,493.00,2.42,4.30,3.60,Cash
43628,CNR1180377,2024-05-04,05:46:47,Incomplete,CID8928721,V02,L111,L081,6.10,19.40,0,null,0,null,1,R12,672.00,11.96,null,null,UPI
43629,CNR5535251,2024-01-25,11:22:46,Completed,CID4774530,V01,L056,L163,2.50,21.20,0,null,0,null,0,null,404.00,39.34,3.20,4.60,Uber Wallet
43630,CNR4503783,2024-01-16,11:50:44,Completed,CID3369944,V04,L087,L071,9.90,15.60,0,null,0,null,0,null,440.00,7.33,4.70,4.20,Credit Card
43631,CNR7367104,2024-10-06,11:06:54,Cancelled by Customer,CID2797568,V05,L092,L022,6.30,null,1,R02,0,null,0,null,null,null,null,null,null
43632,CNR1347802,2024-03-27,23:59:37,Cancelled by Driver,CID7741785,V05,L031,L073,6.20,null,0,null,1,R08,0,null,null,null,null,null,null
43633,CNR7630715,2024-05-26,14:37:49,Cancelled by Driver,CID5864243,V02,L124,L088,11.30,null,0,null,1,R06,0,null,null,null,null,null,null
43634,CNR8054175,2024-03-31,04:59:48,Completed,CID1361737,V04,L101,L086,5.50,20.00,0,null,0,null,0,null,87.00,16.23,4.30,4.10,Credit Card
43635,CNR1299792,2024-04-08,21:48:37,Completed,CID4285922,V06,L110,L001,4.50,26.30,0,null,0,null,0,null,305.00,10.24,4.30,4.90,Cash
43636,CNR1540286,2024-01-19,14:50:02,Completed,CID8991163,V05,L034,L130,13.80,39.30,0,null,0,null,0,null,224.00,3.83,4.70,4.30,Cash
43637,CNR8296237,2024-12-19,21:35:05,Completed,CID2068043,V02,L175,L173,10.30,39.10,0,null,0,null,0,null,874.00,39.82,4.90,4.70,UPI
43638,CNR4671883,2024-09-22,05:36:25,Cancelled by Customer,CID1584976,V06,L055,L038,9.60,null,1,R05,0,null,0,null,null,null,null,null,null
43639,CNR9475188,2024-06-19,18:23:38,Cancelled by Driver,CID7878605,V02,L071,L048,6.00,null,0,null,1,R07,0,null,null,null,null,null,null
43640,CNR4096435,2024-09-21,10:24:08,Completed,CID5533924,V06,L170,L157,13.70,20.80,0,null,0,null,0,null,401.00,39.71,4.70,4.70,Cash
43641,CNR1030999,2024-01-02,07:28:15,Completed,CID1765391,V02,L124,L056,14.10,23.20,0,null,0,null,0,null,965.00,26.61,4.20,4.70,Cash
43642,CNR9000875,2024-02-17,15:12:11,Completed,CID9195795,V01,L060,L076,6.90,20.50,0,null,0,null,0,null,824.00,29.75,3.20,4.30,Cash
43643,CNR2919710,2024-01-30,20:46:35,Completed,CID6120760,V04,L054,L173,14.10,44.20,0,null,0,null,0,null,559.00,33.24,4.60,4.70,Uber Wallet
43644,CNR9348833,2024-09-27,19:00:10,Completed,CID6241481,V02,L118,L060,12.00,34.50,0,null,0,null,0,null,1361.00,27.92,4.60,4.90,Cash
43645,CNR5663939,2024-05-16,10:02:44,Completed,CID8097977,V04,L053,L158,10.80,32.80,0,null,0,null,0,null,381.00,41.67,3.80,5.00,Cash
43646,CNR9426340,2024-10-31,20:48:37,Incomplete,CID3995772,V06,L043,L045,3.30,29.10,0,null,0,null,1,R12,178.00,8.35,null,null,UPI
43647,CNR3210056,2024-05-13,10:55:46,Completed,CID1761286,V06,L024,L001,9.30,26.90,0,null,0,null,0,null,273.00,19.95,3.80,4.60,UPI
43648,CNR2598845,2024-04-02,12:00:10,Completed,CID2392906,V04,L095,L142,14.20,18.30,0,null,0,null,0,null,164.00,20.33,4.00,4.30,Debit Card
43649,CNR4348471,2024-11-10,17:12:02,Cancelled by Driver,CID5834815,V01,L069,L164,10.60,null,0,null,1,R06,0,null,null,null,null,null,null
43650,CNR1158421,2024-11-07,15:57:38,Completed,CID7438457,V02,L148,L117,14.20,21.80,0,null,0,null,0,null,212.00,5.90,4.90,5.00,UPI
43651,CNR9770258,2024-05-23,16:59:22,Completed,CID4163143,V02,L069,L009,3.70,39.90,0,null,0,null,0,null,209.00,10.60,4.10,3.90,UPI
43652,CNR1378735,2024-07-02,21:19:50,Completed,CID4914263,V05,L078,L148,2.90,20.50,0,null,0,null,0,null,442.00,16.15,4.70,5.00,Cash
43653,CNR6489501,2024-06-10,12:02:54,Completed,CID1668619,V02,L004,L172,8.30,18.30,0,null,0,null,0,null,387.00,15.97,4.10,4.30,Cash
43654,CNR5451089,2024-10-16,21:09:44,Cancelled by Driver,CID7400746,V05,L021,L006,11.40,null,0,null,1,R08,0,null,null,null,null,null,null
43655,CNR5532833,2024-03-13,17:45:21,Cancelled by Driver,CID6388762,V05,L039,L173,6.80,null,0,null,1,R09,0,null,null,null,null,null,null
43656,CNR1515696,2024-11-11,16:39:54,Completed,CID8288874,V06,L002,L030,2.50,18.20,0,null,0,null,0,null,151.00,11.09,4.10,4.30,UPI
43657,CNR2654018,2024-05-13,17:33:25,Completed,CID5564991,V04,L047,L128,5.90,30.00,0,null,0,null,0,null,837.00,47.89,4.90,3.20,Cash
43658,CNR1886725,2024-01-13,14:11:23,Incomplete,CID4788119,V01,L163,L074,7.20,19.50,0,null,0,null,1,R11,463.00,6.43,null,null,UPI
43659,CNR9538166,2024-05-01,07:13:28,Cancelled by Driver,CID1078074,V04,L027,L087,3.10,null,0,null,1,R09,0,null,null,null,null,null,null
43660,CNR8798454,2024-09-19,12:37:14,Cancelled by Driver,CID1804004,V01,L151,L145,9.30,null,0,null,1,R06,0,null,null,null,null,null,null
43661,CNR3765844,2024-11-22,18:48:28,Completed,CID7719624,V06,L033,L125,4.50,23.00,0,null,0,null,0,null,63.00,8.92,4.30,4.80,Uber Wallet
43662,CNR1934734,2024-07-12,20:05:32,Completed,CID5043137,V02,L145,L128,14.20,26.20,0,null,0,null,0,null,305.00,2.05,3.50,4.50,Debit Card
43663,CNR3515349,2024-12-24,20:50:02,Cancelled by Driver,CID4254025,V05,L004,L169,5.30,null,0,null,1,R06,0,null,null,null,null,null,null
43664,CNR2999619,2024-07-19,06:00:42,Completed,CID5000998,V05,L040,L068,9.70,32.50,0,null,0,null,0,null,476.00,39.62,4.20,4.60,Debit Card
43665,CNR9276123,2024-03-27,07:07:03,Cancelled by Driver,CID5161086,V02,L140,L065,9.00,null,0,null,1,R09,0,null,null,null,null,null,null
43666,CNR9822639,2024-05-10,08:39:24,Cancelled by Driver,CID6890546,V01,L157,L138,4.90,null,0,null,1,R07,0,null,null,null,null,null,null
43667,CNR9573694,2024-02-18,18:26:09,Cancelled by Driver,CID9412754,V06,L136,L138,5.50,null,0,null,1,R09,0,null,null,null,null,null,null
43668,CNR9802321,2024-05-24,20:39:37,Cancelled by Driver,CID3735552,V06,L152,L068,9.90,null,0,null,1,R09,0,null,null,null,null,null,null
43669,CNR3246381,2024-01-23,10:00:46,Cancelled by Driver,CID3434896,V03,L164,L083,5.70,null,0,null,1,R07,0,null,null,null,null,null,null
43670,CNR2097604,2024-03-19,21:07:18,No Driver Found,CID3875250,V03,L020,L057,null,null,0,null,0,null,0,null,null,null,null,null,null
43671,CNR4722467,2024-02-09,18:06:48,No Driver Found,CID8677307,V02,L029,L132,null,null,0,null,0,null,0,null,null,null,null,null,null
43672,CNR5013054,2024-02-13,10:54:10,No Driver Found,CID9176980,V05,L046,L007,null,null,0,null,0,null,0,null,null,null,null,null,null
43673,CNR1101818,2024-08-16,10:10:08,Completed,CID5754117,V04,L125,L065,2.10,41.00,0,null,0,null,0,null,248.00,44.22,3.20,4.70,Debit Card
43674,CNR1282998,2024-03-06,18:16:25,Completed,CID5120598,V03,L146,L009,3.10,36.90,0,null,0,null,0,null,933.00,19.93,3.40,4.70,Credit Card
43675,CNR2101154,2024-01-11,10:16:47,Cancelled by Customer,CID4962239,V02,L065,L047,19.70,null,1,R03,0,null,0,null,null,null,null,null,null
43676,CNR6123287,2024-02-13,06:59:12,Completed,CID5888004,V01,L092,L048,11.60,36.50,0,null,0,null,0,null,609.00,5.79,4.70,4.80,UPI
43677,CNR7263137,2024-06-05,19:14:22,Completed,CID1007117,V03,L175,L134,5.60,22.00,0,null,0,null,0,null,183.00,15.25,4.30,4.50,Cash
43678,CNR1589957,2024-01-17,21:12:17,Completed,CID1100747,V05,L041,L022,6.30,39.90,0,null,0,null,0,null,113.00,17.40,4.30,4.90,Uber Wallet
43679,CNR9388298,2024-05-30,13:00:32,Completed,CID2807390,V07,L156,L174,6.50,43.00,0,null,0,null,0,null,118.00,7.17,3.90,4.90,UPI
43680,CNR1393880,2024-09-24,10:55:07,Completed,CID9806119,V01,L032,L166,2.10,43.60,0,null,0,null,0,null,374.00,7.22,4.40,4.70,UPI
43681,CNR8961395,2024-03-23,15:07:18,Completed,CID3266063,V05,L010,L040,8.20,30.00,0,null,0,null,0,null,364.00,27.04,3.50,4.60,Credit Card
43682,CNR7559752,2024-07-03,11:26:25,Cancelled by Customer,CID4467724,V03,L176,L143,12.30,null,1,R05,0,null,0,null,null,null,null,null,null
43683,CNR3468459,2024-03-13,16:21:13,No Driver Found,CID2057462,V05,L074,L068,null,null,0,null,0,null,0,null,null,null,null,null,null
43684,CNR1676717,2024-02-04,20:32:26,Completed,CID9895545,V06,L170,L089,6.10,28.60,0,null,0,null,0,null,583.00,4.17,4.30,4.20,Uber Wallet
43685,CNR6801043,2024-03-14,02:55:43,Completed,CID7205395,V07,L031,L152,7.10,41.90,0,null,0,null,0,null,449.00,37.45,3.70,4.90,UPI
43686,CNR9181028,2024-02-06,04:49:24,Completed,CID6512260,V04,L004,L165,14.40,18.20,0,null,0,null,0,null,367.00,35.20,4.30,4.20,Cash
43687,CNR7703319,2024-01-27,11:06:07,Completed,CID6112344,V04,L083,L018,6.80,43.80,0,null,0,null,0,null,1052.00,22.08,4.20,4.30,UPI
43688,CNR6675393,2024-10-30,00:09:32,Completed,CID5624012,V02,L072,L165,5.80,42.70,0,null,0,null,0,null,57.00,45.83,4.30,4.10,UPI
43689,CNR1219710,2024-03-27,08:22:19,No Driver Found,CID2793620,V04,L167,L133,null,null,0,null,0,null,0,null,null,null,null,null,null
43690,CNR2145227,2024-05-06,01:26:16,Completed,CID9859475,V01,L132,L043,14.80,44.70,0,null,0,null,0,null,641.00,41.14,4.30,4.90,Cash
43691,CNR9614927,2024-08-18,09:40:11,Cancelled by Driver,CID6020524,V06,L108,L038,9.60,null,0,null,1,R08,0,null,null,null,null,null,null
43692,CNR2737094,2024-09-23,14:31:19,Completed,CID8786811,V01,L001,L080,8.60,32.00,0,null,0,null,0,null,81.00,20.32,3.90,4.10,Cash
43693,CNR9098264,2024-05-15,17:29:03,Completed,CID3561145,V05,L035,L009,2.30,44.70,0,null,0,null,0,null,114.00,44.71,4.40,4.60,UPI
43694,CNR8075114,2024-08-26,03:20:56,Completed,CID1359083,V04,L049,L102,7.60,32.50,0,null,0,null,0,null,185.00,27.13,4.00,4.80,Cash
43695,CNR5921264,2024-06-04,06:06:59,Completed,CID3070983,V03,L096,L104,4.40,18.70,0,null,0,null,0,null,465.00,39.56,4.30,4.50,UPI
43696,CNR7093045,2024-03-27,11:25:06,Cancelled by Driver,CID9969564,V04,L141,L107,11.30,null,0,null,1,R06,0,null,null,null,null,null,null
43697,CNR4822557,2024-06-15,21:48:24,Completed,CID1008248,V03,L056,L036,7.80,34.40,0,null,0,null,0,null,775.00,21.27,4.20,4.60,Uber Wallet
43698,CNR8119130,2024-11-16,19:22:31,Completed,CID1474070,V04,L032,L076,14.10,41.10,0,null,0,null,0,null,721.00,40.66,3.50,4.50,Credit Card
43699,CNR3836941,2024-09-12,10:16:03,Cancelled by Driver,CID7590946,V04,L114,L123,10.70,null,0,null,1,R08,0,null,null,null,null,null,null
43700,CNR1679238,2024-01-19,08:51:12,Cancelled by Driver,CID4123746,V05,L047,L080,10.00,null,0,null,1,R06,0,null,null,null,null,null,null
43701,CNR9297103,2024-12-11,19:36:53,Completed,CID3029727,V06,L168,L016,4.00,38.20,0,null,0,null,0,null,471.00,32.93,4.70,4.80,UPI
43702,CNR6461585,2024-05-27,17:19:22,Completed,CID7542942,V06,L148,L136,13.20,35.30,0,null,0,null,0,null,97.00,9.76,4.30,4.60,Cash
43703,CNR9298055,2024-02-17,10:27:56,Cancelled by Driver,CID1373375,V01,L056,L009,3.10,null,0,null,1,R06,0,null,null,null,null,null,null
43704,CNR6460455,2024-04-19,04:29:24,Cancelled by Driver,CID5430998,V03,L022,L088,4.60,null,0,null,1,R06,0,null,null,null,null,null,null
43705,CNR8823996,2024-12-18,20:30:00,Completed,CID6881636,V01,L014,L009,12.30,18.90,0,null,0,null,0,null,255.00,24.39,4.20,4.20,UPI
43706,CNR4882954,2024-06-23,11:16:16,Cancelled by Driver,CID5929666,V05,L084,L041,9.00,null,0,null,1,R06,0,null,null,null,null,null,null
43707,CNR8975111,2024-01-18,01:23:02,Completed,CID1027303,V02,L175,L034,10.10,16.70,0,null,0,null,0,null,174.00,25.07,4.20,4.50,Credit Card
43708,CNR7431842,2024-09-30,15:09:49,Cancelled by Customer,CID7332796,V02,L094,L009,8.50,null,1,R03,0,null,0,null,null,null,null,null,null
43709,CNR4620457,2024-12-02,16:57:07,Completed,CID1130177,V01,L026,L158,2.20,16.50,0,null,0,null,0,null,386.00,37.80,4.60,5.00,Cash
43710,CNR3872322,2024-08-09,15:42:57,Completed,CID2972485,V06,L125,L131,9.50,43.40,0,null,0,null,0,null,245.00,5.61,3.90,4.70,UPI
43711,CNR4100616,2024-04-19,12:01:18,Cancelled by Driver,CID4136081,V03,L053,L003,4.30,null,0,null,1,R08,0,null,null,null,null,null,null
43712,CNR1896134,2024-09-15,21:33:15,Cancelled by Driver,CID5165273,V03,L152,L085,9.20,null,0,null,1,R07,0,null,null,null,null,null,null
43713,CNR6915326,2024-11-27,13:55:32,Cancelled by Driver,CID8721888,V06,L035,L098,11.20,null,0,null,1,R06,0,null,null,null,null,null,null
43714,CNR5410378,2024-03-18,21:31:47,Completed,CID6298205,V03,L113,L010,12.90,27.80,0,null,0,null,0,null,198.00,2.55,4.20,4.50,UPI
43715,CNR2394939,2024-10-15,09:29:35,No Driver Found,CID5749326,V05,L098,L167,null,null,0,null,0,null,0,null,null,null,null,null,null
43716,CNR5529761,2024-05-27,20:08:04,Completed,CID7167393,V05,L124,L057,9.90,32.60,0,null,0,null,0,null,824.00,48.94,4.30,4.30,Credit Card
43717,CNR1088454,2024-06-19,14:14:46,Completed,CID5192033,V02,L120,L165,9.70,29.00,0,null,0,null,0,null,621.00,17.24,4.60,4.20,UPI
43718,CNR8309093,2024-04-05,19:13:44,Completed,CID2649832,V02,L063,L009,7.90,25.30,0,null,0,null,0,null,234.00,8.11,4.40,4.90,UPI
43719,CNR9862366,2024-04-25,20:42:13,Completed,CID1082876,V01,L167,L095,9.00,16.90,0,null,0,null,0,null,402.00,30.40,4.30,4.50,Credit Card
43720,CNR7758799,2024-01-15,20:09:36,Completed,CID6206234,V02,L091,L144,8.30,34.10,0,null,0,null,0,null,577.00,13.39,3.20,4.20,UPI
43721,CNR6108643,2024-10-13,06:16:29,Completed,CID3450314,V01,L099,L084,7.00,32.10,0,null,0,null,0,null,296.00,35.91,4.20,4.20,UPI
43722,CNR5961435,2024-05-26,15:53:47,Completed,CID1231895,V01,L057,L070,5.00,24.40,0,null,0,null,0,null,140.00,13.10,4.20,4.10,Debit Card
43723,CNR5170529,2024-04-27,08:52:13,Cancelled by Driver,CID5848184,V06,L154,L003,7.60,null,0,null,1,R07,0,null,null,null,null,null,null
43724,CNR1475375,2024-02-22,21:17:10,Completed,CID8542246,V03,L141,L054,5.90,36.90,0,null,0,null,0,null,336.00,14.93,4.90,5.00,Debit Card
43725,CNR7816615,2024-06-01,09:14:16,Cancelled by Driver,CID6477528,V05,L161,L039,10.40,null,0,null,1,R09,0,null,null,null,null,null,null
43726,CNR4365520,2024-07-17,09:55:40,Completed,CID2051510,V05,L104,L065,12.20,21.90,0,null,0,null,0,null,140.00,46.16,4.30,4.20,UPI
43727,CNR3218944,2024-11-30,11:59:18,Completed,CID7237475,V05,L054,L163,13.00,24.50,0,null,0,null,0,null,396.00,40.55,4.60,4.50,UPI
43728,CNR3335039,2024-10-04,12:30:21,Completed,CID1091054,V04,L021,L047,6.70,24.10,0,null,0,null,0,null,253.00,46.09,4.40,4.30,Cash
43729,CNR1039311,2024-01-10,16:10:25,Cancelled by Customer,CID7891680,V04,L105,L172,17.10,null,1,R05,0,null,0,null,null,null,null,null,null
43730,CNR1838908,2024-04-08,20:17:19,Cancelled by Driver,CID8358003,V06,L160,L003,10.20,null,0,null,1,R06,0,null,null,null,null,null,null
43731,CNR2460768,2024-05-11,19:06:52,Completed,CID9043867,V05,L032,L089,8.50,23.30,0,null,0,null,0,null,67.00,22.45,4.50,4.30,UPI
43732,CNR3927122,2024-02-10,12:16:52,Completed,CID9609786,V01,L054,L033,6.90,28.00,0,null,0,null,0,null,1449.00,19.32,4.40,5.00,Debit Card
43733,CNR9671624,2024-03-19,20:05:47,Completed,CID2783497,V01,L169,L071,5.00,44.90,0,null,0,null,0,null,345.00,46.18,5.00,5.00,Debit Card
43734,CNR6386136,2024-06-09,19:26:11,Completed,CID5013116,V05,L055,L028,3.10,18.20,0,null,0,null,0,null,778.00,15.99,3.70,4.10,Credit Card
43735,CNR9901873,2024-12-28,21:05:23,Completed,CID4033947,V05,L117,L138,8.00,27.90,0,null,0,null,0,null,1460.00,14.13,4.60,4.90,Credit Card
43736,CNR1126094,2024-06-12,22:10:51,Completed,CID6907372,V04,L072,L051,6.50,30.60,0,null,0,null,0,null,420.00,28.31,4.90,4.60,UPI
43737,CNR4044223,2024-01-09,17:33:35,Completed,CID2369699,V05,L056,L050,5.60,30.70,0,null,0,null,0,null,333.00,28.35,4.60,3.40,UPI
43738,CNR4168198,2024-04-23,17:32:25,Completed,CID7186929,V02,L054,L090,14.10,30.00,0,null,0,null,0,null,717.00,28.11,3.60,4.20,UPI
43739,CNR2910946,2024-11-08,09:37:41,Completed,CID6066578,V07,L117,L036,8.20,26.40,0,null,0,null,0,null,54.00,41.19,4.30,4.30,Debit Card
43740,CNR2764021,2024-04-08,23:21:58,Completed,CID1321731,V06,L047,L013,7.60,25.70,0,null,0,null,0,null,260.00,30.51,4.80,4.20,Cash
43741,CNR1215452,2024-09-12,03:10:32,Cancelled by Driver,CID2040336,V04,L085,L093,8.30,null,0,null,1,R06,0,null,null,null,null,null,null
43742,CNR2402689,2024-11-03,13:50:23,Cancelled by Customer,CID3172151,V01,L156,L091,8.70,null,1,R02,0,null,0,null,null,null,null,null,null
43743,CNR5790876,2024-11-02,13:20:51,Completed,CID9755469,V01,L163,L151,6.40,18.30,0,null,0,null,0,null,201.00,42.39,3.30,4.20,UPI
43744,CNR9156380,2024-06-17,16:45:29,Completed,CID2913142,V06,L140,L066,6.10,25.20,0,null,0,null,0,null,424.00,13.84,4.40,4.60,Cash
43745,CNR1676468,2024-01-14,03:39:35,Completed,CID9080465,V03,L036,L174,10.90,25.20,0,null,0,null,0,null,1527.00,42.96,4.20,4.30,Debit Card
43746,CNR8562715,2024-04-27,17:55:19,Completed,CID2106549,V02,L149,L021,7.00,20.90,0,null,0,null,0,null,1007.00,20.75,4.20,4.70,Debit Card
43747,CNR4463352,2024-04-10,09:06:09,Completed,CID5307867,V04,L162,L114,9.50,31.40,0,null,0,null,0,null,655.00,42.07,3.10,4.90,UPI
43748,CNR2701156,2024-07-05,16:13:57,Completed,CID7788510,V06,L082,L011,4.20,23.60,0,null,0,null,0,null,93.00,7.35,4.70,4.50,UPI
43749,CNR8431387,2024-09-27,14:54:15,Completed,CID4361043,V02,L045,L057,10.10,17.70,0,null,0,null,0,null,196.00,21.02,4.30,4.90,Cash
43750,CNR6249991,2024-11-03,16:34:20,Completed,CID3287307,V05,L141,L052,6.70,25.70,0,null,0,null,0,null,3020.00,33.70,4.30,4.60,UPI
43751,CNR4439923,2024-10-12,14:37:41,Completed,CID9472317,V04,L002,L166,2.60,19.80,0,null,0,null,0,null,150.00,49.93,4.90,5.00,Cash
43752,CNR2525887,2024-11-30,17:46:00,Completed,CID4720878,V01,L009,L172,9.20,40.50,0,null,0,null,0,null,623.00,20.73,4.30,4.30,UPI
43753,CNR5304064,2024-12-07,23:02:10,Completed,CID4982440,V01,L117,L033,10.20,41.00,0,null,0,null,0,null,516.00,21.42,3.10,4.60,Cash
43754,CNR1183692,2024-06-25,15:54:21,Completed,CID3844375,V01,L060,L155,3.40,23.70,0,null,0,null,0,null,598.00,5.00,5.00,4.80,UPI
43755,CNR7868491,2024-01-13,04:43:18,Completed,CID7354236,V04,L152,L047,7.80,22.10,0,null,0,null,0,null,1485.00,29.73,4.70,3.70,UPI
43756,CNR6991677,2024-06-14,16:40:08,Completed,CID1102705,V01,L117,L087,9.50,41.10,0,null,0,null,0,null,988.00,26.98,4.40,4.50,Credit Card
43757,CNR3243401,2024-08-10,10:53:12,Completed,CID4963177,V05,L106,L031,10.70,33.50,0,null,0,null,0,null,689.00,45.30,3.10,4.80,UPI
43758,CNR3476893,2024-01-10,06:25:40,Cancelled by Customer,CID1158892,V04,L081,L024,15.90,null,1,R02,0,null,0,null,null,null,null,null,null
43759,CNR5030766,2024-02-22,13:22:00,Cancelled by Driver,CID8278749,V01,L067,L032,11.00,null,0,null,1,R08,0,null,null,null,null,null,null
43760,CNR3064021,2024-12-12,20:09:49,Completed,CID3203199,V04,L004,L039,14.00,36.10,0,null,0,null,0,null,952.00,37.64,4.60,4.70,Debit Card
43761,CNR5343496,2024-08-27,16:10:44,Completed,CID1162007,V01,L030,L146,6.10,27.60,0,null,0,null,0,null,373.00,33.93,4.90,4.30,Cash
43762,CNR6103186,2024-10-21,13:00:02,Cancelled by Customer,CID7707667,V06,L082,L065,6.20,null,1,R03,0,null,0,null,null,null,null,null,null
43763,CNR4817175,2024-07-22,18:23:51,Completed,CID9819079,V06,L139,L176,9.10,26.80,0,null,0,null,0,null,417.00,35.20,4.00,4.00,Cash
139650,CNR1110800,2024-05-21,12:57:06,No Driver Found,CID5120547,V05,L125,L158,null,null,0,null,0,null,0,null,null,null,null,null,null
43764,CNR4570957,2024-07-27,02:29:54,Cancelled by Driver,CID9797100,V03,L014,L125,8.40,null,0,null,1,R07,0,null,null,null,null,null,null
43765,CNR1242376,2024-11-01,14:24:03,Completed,CID3260091,V02,L045,L010,8.80,27.00,0,null,0,null,0,null,190.00,47.45,4.20,4.50,UPI
43766,CNR3343800,2024-08-02,12:24:30,Completed,CID8018665,V07,L163,L066,11.30,17.70,0,null,0,null,0,null,2222.00,33.09,4.70,4.30,Debit Card
43767,CNR7971907,2024-02-05,19:52:00,Completed,CID2697366,V04,L017,L112,9.20,26.40,0,null,0,null,0,null,445.00,31.32,4.30,5.00,Credit Card
43768,CNR4416024,2024-12-16,10:04:11,Completed,CID7422574,V06,L085,L061,9.90,27.60,0,null,0,null,0,null,75.00,3.09,4.20,5.00,Uber Wallet
43769,CNR5785899,2024-07-16,12:56:05,Completed,CID3112087,V05,L041,L049,11.50,15.60,0,null,0,null,0,null,144.00,2.17,4.50,4.70,UPI
43770,CNR1397163,2024-12-13,07:14:08,Completed,CID1909111,V03,L124,L041,6.70,20.30,0,null,0,null,0,null,61.00,43.28,4.20,4.90,UPI
43771,CNR9684690,2024-11-09,22:25:35,No Driver Found,CID7611203,V06,L137,L084,null,null,0,null,0,null,0,null,null,null,null,null,null
43772,CNR6550849,2024-08-28,09:04:46,Completed,CID8658274,V05,L049,L046,10.90,35.20,0,null,0,null,0,null,460.00,29.32,3.70,4.40,UPI
43773,CNR2456659,2024-04-29,09:14:43,Completed,CID1263347,V01,L013,L088,6.30,16.60,0,null,0,null,0,null,168.00,9.01,4.40,4.10,UPI
43774,CNR5399365,2024-06-27,17:43:37,Completed,CID3688206,V04,L127,L151,10.50,27.00,0,null,0,null,0,null,918.00,16.85,4.30,4.00,Credit Card
43775,CNR6669876,2024-11-01,11:58:13,Cancelled by Driver,CID6232820,V02,L114,L175,7.50,null,0,null,1,R08,0,null,null,null,null,null,null
43776,CNR6172317,2024-02-11,14:02:38,Completed,CID1615524,V04,L001,L073,14.20,39.50,0,null,0,null,0,null,194.00,2.22,4.20,4.50,UPI
43777,CNR1474850,2024-12-21,18:35:03,Cancelled by Driver,CID2656162,V07,L027,L113,6.50,null,0,null,1,R07,0,null,null,null,null,null,null
43778,CNR4610104,2024-07-02,10:56:36,Completed,CID8151004,V06,L111,L032,14.80,40.40,0,null,0,null,0,null,381.00,20.32,4.90,4.20,Cash
43779,CNR4209213,2024-01-19,14:27:41,Cancelled by Customer,CID3501507,V04,L058,L175,11.40,null,1,R02,0,null,0,null,null,null,null,null,null
43780,CNR4638502,2024-09-07,05:19:47,Completed,CID5180451,V03,L150,L011,10.70,20.30,0,null,0,null,0,null,278.00,43.18,4.70,4.20,Cash
43781,CNR5601471,2024-01-18,11:07:22,Cancelled by Driver,CID4907225,V02,L058,L122,10.90,null,0,null,1,R07,0,null,null,null,null,null,null
43782,CNR3170402,2024-05-16,08:55:46,Completed,CID5374992,V06,L159,L024,4.80,40.70,0,null,0,null,0,null,774.00,6.40,4.30,4.30,UPI
43783,CNR3655896,2024-03-02,18:02:07,Completed,CID4868935,V05,L009,L071,13.70,20.40,0,null,0,null,0,null,1229.00,13.83,4.30,4.50,Cash
43784,CNR3102595,2024-01-18,16:47:54,Completed,CID3119292,V04,L150,L051,2.50,39.50,0,null,0,null,0,null,887.00,26.02,3.10,4.90,Uber Wallet
43785,CNR5137476,2024-09-08,04:47:12,Completed,CID5773968,V02,L175,L079,7.70,16.80,0,null,0,null,0,null,715.00,40.11,4.30,4.70,UPI
43786,CNR2309121,2024-08-18,11:36:47,Completed,CID1743534,V05,L171,L086,14.10,42.40,0,null,0,null,0,null,882.00,40.77,3.90,5.00,UPI
43787,CNR8497139,2024-01-07,14:26:23,Completed,CID6288577,V05,L078,L092,11.30,36.10,0,null,0,null,0,null,1516.00,10.33,4.70,4.80,UPI
43788,CNR9316769,2024-06-26,11:29:04,Completed,CID1840036,V05,L148,L025,10.10,19.10,0,null,0,null,0,null,492.00,44.40,4.40,4.60,Cash
43789,CNR1719332,2024-09-01,11:38:38,Completed,CID6141201,V06,L060,L132,11.20,44.40,0,null,0,null,0,null,1141.00,2.27,4.70,4.60,Debit Card
43790,CNR5141875,2024-04-14,07:30:27,No Driver Found,CID6208449,V03,L050,L164,null,null,0,null,0,null,0,null,null,null,null,null,null
43791,CNR3105520,2024-11-19,06:50:51,Completed,CID4209349,V05,L004,L117,5.10,42.70,0,null,0,null,0,null,127.00,21.09,3.90,4.20,Uber Wallet
43792,CNR7405236,2024-07-29,10:48:26,Cancelled by Customer,CID5783151,V06,L141,L164,18.30,null,1,R04,0,null,0,null,null,null,null,null,null
43793,CNR6855846,2024-04-07,04:54:26,Incomplete,CID4388837,V05,L078,L045,9.10,25.70,0,null,0,null,1,R12,573.00,12.82,null,null,Cash
